timestamp,zone_name,people_count,density,avg_speed_mps,stagnation_ratio,avg_dwell_time_sec,flow_conflict_ratio,directional_entropy,acceleration_variance,zone_transitions,inflow,outflow,risk_label,scenario
5240.0,FOOD_COURT_A,62.2,0.4146,0.5738,0.3735,91.94,0.2702,0.7303,0.010428,14.84,5.41,9.43,WARNING,event_day
5241.0,FOOD_COURT_A,55.1,0.3673,0.7048,0.3886,91.56,0.2827,0.7056,0.013838,11.24,2.88,8.36,WARNING,event_day
5242.0,FOOD_COURT_A,62.17,0.4145,0.6669,0.4716,106.49,0.2982,0.6397,0.015762,16.33,10.58,5.74,WARNING,event_day
5243.0,FOOD_COURT_A,61.09,0.4073,0.7801,0.4192,70.51,0.243,0.7093,0.014675,22.5,11.49,11.01,WARNING,event_day
5244.0,FOOD_COURT_A,53.03,0.3535,0.6538,0.3207,88.32,0.2559,0.7124,0.011851,3.98,2.97,1.01,WARNING,event_day
5245.0,FOOD_COURT_A,58.45,0.3897,0.6429,0.3732,103.4,0.2367,0.6047,0.012124,18.61,7.56,11.05,WARNING,event_day
5246.0,FOOD_COURT_A,51.87,0.3458,0.6481,0.4657,82.51,0.3108,0.6481,0.010244,12.95,4.62,8.33,WARNING,event_day
5247.0,FOOD_COURT_A,52.42,0.3495,0.6656,0.4573,68.12,0.255,0.5735,0.011113,9.68,5.05,4.63,WARNING,event_day
5248.0,FOOD_COURT_A,24.44,0.1629,1.1727,0.2325,43.52,0.1341,0.4319,0.007816,7.6,3.79,3.81,SAFE,event_day
5249.0,FOOD_COURT_A,23.88,0.1592,1.1936,0.1841,41.61,0.1297,0.4681,0.003242,9.29,4.7,4.59,SAFE,event_day
5250.0,FOOD_COURT_A,23.6,0.1574,1.3043,0.1766,23.63,0.0901,0.56,0.001197,11.45,7.0,4.45,SAFE,event_day
5251.0,FOOD_COURT_A,28.49,0.1899,1.2355,0.053,35.46,0.0844,0.4393,0.002033,5.5,3.22,2.28,SAFE,event_day
5252.0,FOOD_COURT_A,27.66,0.1844,1.2138,0.0549,35.29,0.0779,0.4202,0.003372,3.0,2.07,0.93,SAFE,event_day
5253.0,FOOD_COURT_A,28.19,0.1879,1.3173,0.1157,41.24,0.0722,0.5259,0.002351,6.26,4.44,1.82,SAFE,event_day
5254.0,FOOD_COURT_A,24.67,0.1645,0.9556,0.1007,30.33,0.0486,0.4413,0.002765,4.73,1.46,3.27,SAFE,event_day
5255.0,FOOD_COURT_A,19.15,0.1277,1.0589,0.0784,45.73,0.0183,0.4644,0.00357,4.54,1.1,3.44,SAFE,event_day
5256.0,FOOD_COURT_A,71.68,0.4779,0.5988,0.4474,188.61,0.4741,0.6908,0.021317,24.01,11.38,12.64,HIGH,event_day
5257.0,FOOD_COURT_A,71.1,0.474,0.3617,0.6586,150.83,0.6372,0.7893,0.027184,21.07,5.64,15.44,HIGH,event_day
5258.0,FOOD_COURT_A,81.22,0.5415,0.2768,0.6564,159.5,0.5701,0.8589,0.033133,13.54,9.01,4.53,HIGH,event_day
5259.0,FOOD_COURT_A,108.93,0.7262,0.2113,0.8899,138.6,0.4961,0.8382,0.033,21.11,14.32,6.8,HIGH,event_day
5260.0,FOOD_COURT_A,97.7,0.6513,0.2967,0.8115,133.79,0.3854,0.9128,0.02188,20.43,9.97,10.45,HIGH,event_day
5261.0,FOOD_COURT_A,101.63,0.6775,0.4896,0.8212,129.3,0.4823,0.8028,0.012365,25.71,14.76,10.95,HIGH,event_day
5262.0,FOOD_COURT_A,104.65,0.6976,0.3314,0.8322,138.52,0.5736,0.7487,0.018952,24.99,8.19,16.79,HIGH,event_day
5263.0,FOOD_COURT_A,93.93,0.6262,0.2712,0.7549,172.0,0.5708,0.6909,0.018563,12.82,7.67,5.15,HIGH,event_day
5264.0,FOOD_COURT_A,97.66,0.6511,0.2501,0.687,217.85,0.5048,0.875,0.021281,28.29,15.18,13.1,HIGH,event_day
5265.0,FOOD_COURT_A,89.71,0.5981,0.2495,0.8274,206.66,0.6026,0.8746,0.023805,20.5,10.54,9.96,HIGH,event_day
5266.0,FOOD_COURT_A,93.57,0.6238,0.2032,0.5475,190.29,0.6944,0.9543,0.015512,22.77,14.16,8.61,HIGH,event_day
5267.0,FOOD_COURT_A,92.97,0.6198,0.2295,0.7651,205.4,0.5684,0.8007,0.020171,22.99,13.77,9.22,HIGH,event_day
5268.0,FOOD_COURT_A,86.56,0.5771,0.1211,0.8539,204.46,0.6065,0.9102,0.028332,16.87,10.08,6.79,HIGH,event_day
5269.0,FOOD_COURT_A,80.73,0.5382,0.2965,0.7323,180.81,0.5458,0.8421,0.017952,20.54,13.25,7.3,HIGH,event_day
5270.0,FOOD_COURT_A,93.78,0.6252,0.3534,0.8007,211.19,0.5357,0.8123,0.026685,16.28,5.38,10.9,HIGH,event_day
5271.0,FOOD_COURT_A,75.46,0.503,0.1878,0.7272,167.95,0.5889,0.7341,0.018408,21.07,11.24,9.83,HIGH,event_day
5272.0,FOOD_COURT_A,96.59,0.6439,0.2632,0.6731,171.87,0.6767,0.8416,0.027024,29.5,18.22,11.29,HIGH,event_day
5273.0,FOOD_COURT_A,100.53,0.6702,0.1214,0.7587,167.88,0.7411,0.8954,0.022389,25.21,14.56,10.65,HIGH,event_day
5274.0,FOOD_COURT_A,111.35,0.7423,0.1759,0.7954,209.4,0.6418,0.9196,0.032755,23.52,10.21,13.31,HIGH,event_day
5275.0,FOOD_COURT_A,90.13,0.6008,0.2082,0.7964,170.34,0.5152,0.896,0.027725,17.23,7.56,9.68,HIGH,event_day
5276.0,FOOD_COURT_A,95.14,0.6343,0.2368,0.7182,198.59,0.6455,0.8848,0.021459,20.0,11.43,8.57,HIGH,event_day
5277.0,FOOD_COURT_A,86.24,0.575,0.1505,0.9155,158.28,0.5944,0.8678,0.021676,24.19,9.77,14.41,HIGH,event_day
5278.0,FOOD_COURT_A,92.76,0.6184,0.2791,0.75,173.31,0.4987,0.8349,0.027057,31.74,15.42,16.32,HIGH,event_day
5279.0,FOOD_COURT_A,95.26,0.6351,0.3383,0.628,119.14,0.4732,0.8539,0.015748,20.7,12.56,8.14,HIGH,event_day
5280.0,FOOD_COURT_A,76.99,0.5132,0.1881,0.664,140.92,0.5408,0.8824,0.016222,21.71,15.05,6.66,HIGH,event_day
5281.0,FOOD_COURT_A,89.32,0.5954,0.2607,0.7261,200.05,0.689,0.8403,0.020074,22.13,11.84,10.29,HIGH,event_day
5282.0,FOOD_COURT_A,96.31,0.6421,0.3205,0.7389,178.33,0.6337,0.7462,0.016336,29.9,15.38,14.52,HIGH,event_day
5283.0,FOOD_COURT_A,105.06,0.7004,0.2283,0.7124,160.26,0.5431,0.7721,0.025637,15.47,7.14,8.33,HIGH,event_day
5284.0,FOOD_COURT_A,102.85,0.6857,0.3111,0.8216,149.68,0.6758,0.8018,0.026301,16.32,7.86,8.46,HIGH,event_day
5285.0,FOOD_COURT_A,92.18,0.6145,0.1889,0.6856,134.36,0.6087,0.8114,0.020332,14.68,10.06,4.61,HIGH,event_day
5286.0,FOOD_COURT_A,91.97,0.6131,0.202,0.6422,186.53,0.556,0.8024,0.032559,19.89,7.64,12.25,HIGH,event_day
5287.0,FOOD_COURT_A,81.67,0.5445,0.2844,0.6158,183.07,0.5566,0.8608,0.032543,20.57,9.37,11.2,HIGH,event_day
5288.0,FOOD_COURT_A,80.68,0.5378,0.2572,0.7447,166.67,0.58,0.8088,0.0313,24.02,14.29,9.73,HIGH,event_day
5289.0,FOOD_COURT_A,97.65,0.651,0.3774,0.7193,129.93,0.7302,0.8634,0.035582,19.82,8.63,11.19,HIGH,event_day
5290.0,FOOD_COURT_A,101.43,0.6762,0.2606,0.8342,168.46,0.5939,0.8344,0.026685,27.63,14.82,12.81,HIGH,event_day
5291.0,FOOD_COURT_A,88.09,0.5873,0.242,0.621,194.32,0.5205,0.9009,0.032867,20.55,8.25,12.31,HIGH,event_day
5292.0,FOOD_COURT_A,87.92,0.5861,0.2164,0.4535,183.6,0.4977,0.8783,0.02686,21.24,10.15,11.09,HIGH,event_day
5293.0,FOOD_COURT_A,101.8,0.6787,0.3369,0.7383,194.19,0.3287,0.8714,0.019572,21.43,10.52,10.91,HIGH,event_day
5294.0,FOOD_COURT_A,85.95,0.573,0.2134,0.6142,193.1,0.593,0.8624,0.023184,9.91,6.87,3.04,HIGH,event_day
5295.0,FOOD_COURT_A,95.23,0.6349,0.2008,0.5874,165.57,0.6195,0.8482,0.01517,21.47,8.92,12.56,HIGH,event_day
5296.0,FOOD_COURT_A,87.57,0.5838,0.1247,0.6105,189.8,0.6153,0.7773,0.017811,24.96,12.45,12.51,HIGH,event_day
5297.0,FOOD_COURT_A,95.95,0.6397,0.0759,0.7717,203.66,0.7059,0.8779,0.022603,21.68,11.16,10.53,HIGH,event_day
5298.0,FOOD_COURT_A,88.78,0.5919,0.2033,0.794,180.51,0.6681,0.9296,0.015775,32.68,17.49,15.19,HIGH,event_day
5299.0,FOOD_COURT_A,80.79,0.5386,0.2232,0.6648,198.54,0.5715,0.7965,0.021511,25.93,13.33,12.6,HIGH,event_day
5300.0,FOOD_COURT_A,103.63,0.6908,0.3555,0.7456,195.58,0.4881,0.7902,0.020166,23.66,12.11,11.55,HIGH,event_day
5301.0,FOOD_COURT_A,100.51,0.67,0.2185,0.6222,166.69,0.494,0.8635,0.017922,31.11,14.83,16.28,HIGH,event_day
5302.0,FOOD_COURT_A,88.01,0.5867,0.2624,0.6565,205.96,0.5703,0.8135,0.019844,18.18,7.88,10.29,HIGH,event_day
5303.0,FOOD_COURT_A,95.68,0.6378,0.1392,0.6422,176.12,0.5416,0.9009,0.026822,23.53,11.08,12.44,HIGH,event_day
5304.0,FOOD_COURT_A,89.32,0.5955,0.2453,0.6792,143.87,0.426,0.8616,0.041792,21.21,11.48,9.73,HIGH,event_day
5305.0,FOOD_COURT_A,90.19,0.6013,0.2005,0.7053,217.39,0.5567,0.8873,0.035205,22.57,13.05,9.52,HIGH,event_day
5306.0,FOOD_COURT_A,79.23,0.5282,0.1479,0.7209,219.87,0.6502,0.8515,0.029724,18.47,9.96,8.5,HIGH,event_day
5307.0,FOOD_COURT_A,70.72,0.4715,0.3628,0.4558,165.84,0.3685,0.7031,0.017447,16.88,6.35,10.53,WARNING,event_day
5308.0,FOOD_COURT_A,53.37,0.3558,0.5158,0.4101,120.84,0.2901,0.5493,0.007834,18.77,10.03,8.74,WARNING,event_day
5309.0,FOOD_COURT_A,65.09,0.434,0.5526,0.5161,90.73,0.3657,0.6625,0.003956,9.79,5.58,4.21,WARNING,event_day
5310.0,FOOD_COURT_A,66.94,0.4463,0.4044,0.643,76.51,0.2832,0.5888,0.008417,18.4,9.51,8.89,WARNING,event_day
5311.0,FOOD_COURT_A,66.36,0.4424,0.5265,0.4971,111.95,0.3697,0.5701,0.009064,19.33,8.12,11.22,WARNING,event_day
5312.0,FOOD_COURT_A,64.13,0.4276,0.9222,0.4192,95.76,0.321,0.558,0.006887,9.9,6.72,3.18,WARNING,event_day
5313.0,FOOD_COURT_A,35.22,0.2348,1.2426,0.2276,69.39,0.1485,0.6236,0.003534,6.7,5.3,1.4,SAFE,event_day
5314.0,FOOD_COURT_A,34.6,0.2307,1.1427,0.1589,52.57,0.0867,0.3248,0.006,7.48,5.6,1.88,SAFE,event_day
5315.0,FOOD_COURT_A,22.41,0.1494,0.9263,0.2006,60.56,0.1155,0.2373,0.0018,7.15,3.24,3.91,SAFE,event_day
5316.0,FOOD_COURT_A,21.15,0.141,0.8361,0.1505,52.69,0.0993,0.1248,0.00113,5.92,3.14,2.79,SAFE,event_day
5317.0,FOOD_COURT_A,22.94,0.1529,0.9379,0.1129,54.31,0.1449,0.3862,0.001479,7.93,4.86,3.07,SAFE,event_day
5318.0,FOOD_COURT_A,15.68,0.1045,1.1581,0.0907,38.61,0.0655,0.2392,0.004776,6.0,3.05,2.95,SAFE,event_day
5319.0,FOOD_COURT_A,20.36,0.1358,1.1416,0.1413,50.85,0.0265,0.3346,0.004317,8.79,3.46,5.33,SAFE,event_day
5320.0,FOOD_COURT_A,46.05,0.307,0.8057,0.3386,84.59,0.2127,0.5882,0.013069,9.26,1.72,7.54,WARNING,event_day
5321.0,FOOD_COURT_A,50.84,0.3389,0.7548,0.3667,70.72,0.2506,0.6562,0.012126,8.38,3.34,5.04,WARNING,event_day
5322.0,FOOD_COURT_A,57.66,0.3844,0.4013,0.3928,93.7,0.1867,0.7431,0.010199,12.84,8.35,4.5,WARNING,event_day
5323.0,FOOD_COURT_A,49.83,0.3322,0.5079,0.3617,109.76,0.225,0.7544,0.013903,20.91,10.9,10.01,WARNING,event_day
5324.0,FOOD_COURT_A,64.12,0.4275,0.6926,0.3451,90.18,0.1888,0.6412,0.011178,12.62,6.76,5.86,WARNING,event_day
5325.0,FOOD_COURT_A,62.43,0.4162,0.6586,0.3088,109.97,0.2309,0.6241,0.008365,14.29,7.08,7.2,WARNING,event_day
5326.0,FOOD_COURT_A,51.83,0.3456,0.5873,0.2835,102.54,0.2416,0.6155,0.010677,11.98,7.09,4.89,WARNING,event_day
5327.0,FOOD_COURT_A,57.85,0.3856,0.4181,0.4022,118.99,0.2446,0.6373,0.009071,11.97,7.33,4.64,WARNING,event_day
5328.0,FOOD_COURT_A,44.76,0.2984,0.4641,0.3747,135.56,0.3515,0.693,0.007937,18.61,5.93,12.68,WARNING,event_day
5329.0,FOOD_COURT_A,21.96,0.1464,0.8781,0.1859,73.35,0.128,0.5379,0.006283,8.67,3.38,5.29,SAFE,event_day
5330.0,FOOD_COURT_A,42.61,0.2841,0.4147,0.3297,81.0,0.2726,0.6531,0.007665,11.0,4.99,6.02,WARNING,event_day
5331.0,FOOD_COURT_A,50.73,0.3382,0.4717,0.2933,95.51,0.2724,0.7716,0.015889,12.3,7.13,5.17,WARNING,event_day
5332.0,FOOD_COURT_A,59.04,0.3936,0.5634,0.2275,125.52,0.3386,0.673,0.013913,15.04,6.2,8.84,WARNING,event_day
5333.0,FOOD_COURT_A,61.7,0.4113,0.4435,0.24,103.71,0.3353,0.6288,0.008267,14.72,6.38,8.34,WARNING,event_day
5334.0,FOOD_COURT_A,29.88,0.1992,0.9893,0.1726,65.02,0.1866,0.5308,0.005837,3.6,1.52,2.08,SAFE,event_day
5335.0,FOOD_COURT_A,20.7,0.138,1.0068,0.1499,46.98,0.0908,0.3455,0.004964,7.83,4.26,3.56,SAFE,event_day
5336.0,FOOD_COURT_A,26.03,0.1735,1.2776,0.1063,58.72,0.0606,0.5264,0.005241,3.8,2.55,1.26,SAFE,event_day
5337.0,FOOD_COURT_A,28.11,0.1874,1.4066,0.1536,66.74,0.0388,0.3843,0.002487,7.13,4.58,2.55,SAFE,event_day
5338.0,FOOD_COURT_A,21.6,0.144,1.1392,0.1797,71.36,0.0661,0.2516,0.003838,5.49,2.54,2.95,SAFE,event_day
5339.0,FOOD_COURT_A,29.22,0.1948,1.3111,0.1169,53.5,0.0198,0.2996,0.00269,7.47,4.12,3.35,SAFE,event_day
5340.0,FOOD_COURT_A,23.11,0.1541,1.0207,0.0717,25.75,0.027,0.2892,0.002232,9.25,3.5,5.75,SAFE,event_day
5341.0,FOOD_COURT_A,24.92,0.1661,1.4336,0.1061,34.45,0.128,0.4623,0.003561,8.03,3.19,4.84,SAFE,event_day
5342.0,FOOD_COURT_A,21.13,0.1408,1.2199,0.1007,50.55,0.0873,0.3812,0.002697,6.83,3.46,3.36,SAFE,event_day
5343.0,FOOD_COURT_A,12.07,0.0804,1.2724,0.1204,50.9,0.1007,0.2994,0.000809,4.3,2.38,1.92,SAFE,event_day
5344.0,FOOD_COURT_A,11.85,0.079,1.3104,0.0854,53.52,0.1067,0.4539,0.000409,3.51,1.4,2.11,SAFE,event_day
5345.0,FOOD_COURT_A,49.51,0.3301,0.7152,0.2197,77.28,0.11,0.6353,0.008344,17.24,10.43,6.81,WARNING,event_day
5346.0,FOOD_COURT_A,31.65,0.211,0.9898,0.1295,75.18,0.0647,0.508,0.005579,7.22,2.65,4.56,SAFE,event_day
5347.0,FOOD_COURT_A,27.54,0.1836,1.1693,0.1425,45.98,0.0509,0.5948,0.004928,10.34,8.41,1.94,SAFE,event_day
5348.0,FOOD_COURT_A,31.58,0.2106,1.177,0.0717,25.28,0.0782,0.4317,0.001674,9.19,4.95,4.24,SAFE,event_day
5349.0,FOOD_COURT_A,38.58,0.2572,0.9296,0.2498,74.57,0.256,0.5967,0.009951,13.09,5.6,7.49,WARNING,event_day
5350.0,FOOD_COURT_A,50.24,0.3349,0.5573,0.2588,94.12,0.2667,0.6373,0.010262,11.45,7.66,3.78,WARNING,event_day
5351.0,FOOD_COURT_A,40.83,0.2722,0.7273,0.3934,80.28,0.2049,0.645,0.011894,18.71,11.8,6.9,WARNING,event_day
5352.0,FOOD_COURT_A,25.62,0.1708,1.0618,0.1912,44.2,0.1482,0.429,0.00602,5.38,2.54,2.84,SAFE,event_day
5353.0,FOOD_COURT_A,21.34,0.1423,0.8606,0.1287,39.24,0.1575,0.4555,0.003777,5.83,4.41,1.42,SAFE,event_day
5354.0,FOOD_COURT_A,18.61,0.124,1.2926,0.0801,37.49,0.1059,0.3814,0.003191,8.49,5.35,3.15,SAFE,event_day
5355.0,FOOD_COURT_A,29.61,0.1974,1.3085,0.0822,46.46,0.0523,0.3246,0.002543,3.75,2.23,1.52,SAFE,event_day
5356.0,FOOD_COURT_A,14.17,0.0945,0.9415,0.1284,47.83,0.0457,0.3841,0.003723,6.7,2.09,4.61,SAFE,event_day
5357.0,FOOD_COURT_A,43.7,0.2913,0.8701,0.2946,104.53,0.295,0.4384,0.01149,12.57,5.53,7.04,WARNING,event_day
5358.0,FOOD_COURT_A,59.44,0.3963,0.7674,0.2477,63.33,0.4002,0.6014,0.00509,9.34,4.44,4.91,WARNING,event_day
5359.0,FOOD_COURT_A,64.57,0.4305,0.7355,0.3446,47.94,0.4157,0.5116,0.0041,12.05,6.39,5.65,WARNING,event_day
5360.0,FOOD_COURT_A,63.12,0.4208,0.5986,0.2517,79.51,0.3307,0.5895,0.008435,12.93,5.18,7.75,WARNING,event_day
5361.0,FOOD_COURT_A,68.85,0.459,0.4896,0.3198,96.91,0.2442,0.6517,0.012739,13.35,8.54,4.81,WARNING,event_day
5362.0,FOOD_COURT_A,39.01,0.2601,0.9904,0.2477,47.57,0.1359,0.5457,0.006229,6.05,1.93,4.12,SAFE,event_day
5363.0,FOOD_COURT_A,37.47,0.2498,0.7798,0.1577,40.6,0.1369,0.4714,0.00602,7.42,4.73,2.7,SAFE,event_day
5364.0,FOOD_COURT_A,32.79,0.2186,0.966,0.1658,44.48,0.0622,0.5484,0.003002,2.0,1.39,0.61,SAFE,event_day
5365.0,FOOD_COURT_A,24.38,0.1626,0.9188,0.1162,56.31,0.0886,0.5518,0.003151,7.33,1.78,5.56,SAFE,event_day
5366.0,FOOD_COURT_A,21.05,0.1404,1.1977,0.1314,52.78,0.1059,0.349,0.004683,3.9,2.63,1.27,SAFE,event_day
5367.0,FOOD_COURT_A,25.94,0.1729,1.1394,0.12,33.02,0.1227,0.3652,0.004305,10.91,5.67,5.23,SAFE,event_day
5368.0,FOOD_COURT_A,15.79,0.1052,0.9562,0.102,36.04,0.0902,0.3749,0.003346,7.96,3.66,4.3,SAFE,event_day
5369.0,FOOD_COURT_A,18.31,0.1221,1.1784,0.0694,37.47,0.0838,0.3208,0.003712,6.06,2.38,3.68,SAFE,event_day
5370.0,FOOD_COURT_A,20.47,0.1365,1.2528,0.0643,61.63,0.0637,0.3944,0.003005,7.44,4.47,2.98,SAFE,event_day
5371.0,FOOD_COURT_A,15.8,0.1053,1.429,0.0193,42.32,0.0897,0.3765,0.004327,6.66,4.17,2.49,SAFE,event_day
5372.0,FOOD_COURT_A,16.81,0.1121,1.4835,0.0058,34.15,0.0727,0.4218,0.005702,8.66,5.08,3.59,SAFE,event_day
5373.0,FOOD_COURT_A,23.87,0.1591,1.2183,0.0215,40.82,0.0329,0.2715,0.003376,8.59,4.12,4.47,SAFE,event_day
5374.0,FOOD_COURT_A,27.74,0.1849,1.1062,0.1092,43.11,0.0584,0.401,0.002336,10.12,2.99,7.14,SAFE,event_day
5375.0,FOOD_COURT_A,18.64,0.1243,0.8775,0.0328,39.96,0.0812,0.5498,0.003625,8.4,2.62,5.78,SAFE,event_day
5376.0,FOOD_COURT_A,26.85,0.179,1.1528,0.079,62.78,0.0481,0.4488,0.002409,9.73,4.9,4.84,SAFE,event_day
5377.0,FOOD_COURT_A,19.15,0.1277,1.3115,0.1079,53.91,0.1189,0.5126,0.00178,8.68,5.09,3.59,SAFE,event_day
5378.0,FOOD_COURT_A,19.91,0.1328,1.2674,0.0842,22.54,0.067,0.5461,0.004679,8.43,5.4,3.03,SAFE,event_day
5379.0,FOOD_COURT_A,24.68,0.1645,1.0808,0.0799,33.05,0.1072,0.6334,0.00179,4.16,1.15,3.01,SAFE,event_day
5380.0,FOOD_COURT_A,49.59,0.3306,0.9032,0.3506,63.41,0.1635,0.7296,0.009326,14.89,5.7,9.2,WARNING,event_day
5381.0,FOOD_COURT_A,53.36,0.3557,0.917,0.3592,90.71,0.2621,0.8138,0.006439,11.38,5.5,5.89,WARNING,event_day
5382.0,FOOD_COURT_A,49.28,0.3285,0.594,0.425,91.5,0.2921,0.6459,0.005603,13.8,9.36,4.44,WARNING,event_day
5383.0,FOOD_COURT_A,57.59,0.3839,0.6684,0.4551,82.21,0.1944,0.5956,0.014334,12.77,2.97,9.8,WARNING,event_day
5384.0,FOOD_COURT_A,45.01,0.3001,0.5382,0.4891,50.59,0.2459,0.7548,0.016092,18.47,11.72,6.76,WARNING,event_day
5385.0,FOOD_COURT_A,25.93,0.1729,0.8089,0.2693,53.03,0.1635,0.4664,0.010508,4.38,2.54,1.84,SAFE,event_day
5386.0,FOOD_COURT_A,35.77,0.2385,0.7442,0.401,70.7,0.317,0.6064,0.016767,8.65,5.96,2.69,WARNING,event_day
5387.0,FOOD_COURT_A,38.25,0.255,0.6468,0.4438,88.96,0.3287,0.6135,0.008541,14.92,8.9,6.02,WARNING,event_day
5388.0,FOOD_COURT_A,68.75,0.4583,0.3385,0.725,129.59,0.4967,0.8785,0.015485,23.9,11.72,12.18,HIGH,event_day
5389.0,FOOD_COURT_A,91.96,0.6131,0.1086,0.7067,141.56,0.6572,0.8523,0.021396,22.3,9.91,12.39,HIGH,event_day
5390.0,FOOD_COURT_A,91.36,0.6091,0.2389,0.8977,134.39,0.6224,0.8388,0.017693,13.06,2.72,10.33,HIGH,event_day
5391.0,FOOD_COURT_A,88.61,0.5907,0.0887,0.7315,182.32,0.6022,0.9443,0.019109,20.53,11.4,9.13,HIGH,event_day
5392.0,FOOD_COURT_A,100.38,0.6692,0.0996,0.7657,162.65,0.5159,0.9125,0.018491,21.86,7.59,14.27,HIGH,event_day
5393.0,FOOD_COURT_A,55.5,0.37,1.0695,0.3156,95.5,0.2278,0.6479,0.008175,7.37,4.22,3.15,SAFE,event_day
5394.0,FOOD_COURT_A,33.3,0.222,1.066,0.1613,56.28,0.1202,0.6669,0.002636,12.53,3.99,8.54,SAFE,event_day
5395.0,FOOD_COURT_A,27.53,0.1835,1.141,0.0484,47.46,0.0843,0.5047,0.002067,6.99,3.04,3.95,SAFE,event_day
5396.0,FOOD_COURT_A,23.6,0.1573,0.9789,0.1032,51.43,0.0795,0.5891,0.002691,7.28,3.25,4.03,SAFE,event_day
5397.0,FOOD_COURT_A,25.51,0.1701,1.1612,0.0429,44.29,0.0984,0.5015,0.003699,6.53,4.59,1.94,SAFE,event_day
5398.0,FOOD_COURT_A,19.64,0.1309,1.3368,0.0408,41.26,0.0645,0.3757,0.005132,7.07,2.19,4.88,SAFE,event_day
5399.0,FOOD_COURT_A,20.14,0.1343,1.1182,0.1171,38.46,0.0754,0.3819,0.004145,8.18,5.22,2.95,SAFE,event_day
5400.0,FOOD_COURT_A,26.2,0.1747,0.5049,0.2587,52.65,0.1797,0.4733,0.011881,20.3,7.89,12.41,WARNING,slow_day
5401.0,FOOD_COURT_A,42.41,0.2827,0.3859,0.309,64.64,0.2797,0.6095,0.00655,8.65,5.48,3.17,WARNING,slow_day
5402.0,FOOD_COURT_A,56.64,0.3776,0.4474,0.3751,70.1,0.3887,0.6365,0.009403,5.59,2.94,2.65,WARNING,slow_day
5403.0,FOOD_COURT_A,34.07,0.2271,0.8113,0.2292,50.54,0.2084,0.4244,0.005417,5.53,2.84,2.69,SAFE,slow_day
5404.0,FOOD_COURT_A,40.35,0.269,0.8009,0.2712,110.77,0.2801,0.5534,0.007794,14.29,4.37,9.92,WARNING,slow_day
5405.0,FOOD_COURT_A,57.01,0.3801,0.6207,0.2838,104.49,0.3077,0.7018,0.005173,14.05,7.14,6.91,WARNING,slow_day
5406.0,FOOD_COURT_A,39.15,0.261,0.9918,0.1662,63.17,0.1222,0.5622,0.004038,8.08,4.41,3.67,SAFE,slow_day
5407.0,FOOD_COURT_A,21.44,0.1429,1.0968,0.1696,60.12,0.1267,0.2905,0.003621,12.16,6.22,5.94,SAFE,slow_day
5408.0,FOOD_COURT_A,22.79,0.1519,1.1649,0.1145,33.36,0.0825,0.3603,0.001573,5.6,2.81,2.79,SAFE,slow_day
5409.0,FOOD_COURT_A,18.74,0.1249,1.1538,0.0805,37.84,0.0519,0.4373,0.003092,4.77,0.0,4.77,SAFE,slow_day
5410.0,FOOD_COURT_A,53.11,0.3541,0.8537,0.3429,99.37,0.1341,0.5366,0.008177,7.58,5.32,2.27,WARNING,slow_day
5411.0,FOOD_COURT_A,64.58,0.4305,0.6461,0.5401,68.62,0.1378,0.6634,0.007271,10.75,4.61,6.15,WARNING,slow_day
5412.0,FOOD_COURT_A,55.78,0.3718,0.7059,0.3198,113.73,0.377,0.7155,0.015197,10.83,7.17,3.66,WARNING,slow_day
5413.0,FOOD_COURT_A,47.42,0.3161,0.4346,0.3257,129.1,0.3597,0.7396,0.023437,13.52,7.57,5.95,WARNING,slow_day
5414.0,FOOD_COURT_A,78.68,0.5245,0.2872,0.4227,178.78,0.5099,0.8353,0.020096,27.05,13.8,13.25,HIGH,slow_day
5415.0,FOOD_COURT_A,63.81,0.4254,0.5658,0.391,136.36,0.3565,0.7992,0.019404,14.99,7.99,7.0,WARNING,slow_day
5416.0,FOOD_COURT_A,91.08,0.6072,0.35,0.8173,120.98,0.5338,0.8552,0.014041,17.61,8.67,8.94,HIGH,slow_day
5417.0,FOOD_COURT_A,58.03,0.3869,0.7016,0.5486,106.3,0.4178,0.8238,0.011135,16.12,8.19,7.93,WARNING,slow_day
5418.0,FOOD_COURT_A,43.79,0.2919,0.507,0.4613,96.11,0.4004,0.7586,0.012672,15.82,6.62,9.2,WARNING,slow_day
5419.0,FOOD_COURT_A,52.98,0.3532,0.4889,0.4672,96.87,0.4271,0.7077,0.003802,17.82,9.19,8.63,WARNING,slow_day
5420.0,FOOD_COURT_A,62.71,0.418,0.5127,0.4477,69.12,0.2595,0.7323,0.003106,10.15,7.01,3.14,WARNING,slow_day
5421.0,FOOD_COURT_A,81.66,0.5444,0.2428,0.716,205.82,0.4388,0.7817,0.023266,24.24,14.53,9.71,HIGH,slow_day
5422.0,FOOD_COURT_A,51.29,0.3419,0.5571,0.3701,143.63,0.3506,0.7963,0.014919,11.91,4.76,7.15,WARNING,slow_day
5423.0,FOOD_COURT_A,61.8,0.412,0.5858,0.3727,118.17,0.415,0.8671,0.016996,17.89,9.25,8.64,WARNING,slow_day
5424.0,FOOD_COURT_A,55.49,0.37,0.9001,0.4147,83.19,0.2656,0.7674,0.008325,15.51,8.62,6.89,WARNING,slow_day
5425.0,FOOD_COURT_A,40.03,0.2669,0.493,0.3531,63.48,0.3182,0.8113,0.021755,13.57,8.74,4.83,WARNING,slow_day
